,Table ID,Line,UniqueID,Stub,Data Release
8221,B08513,46,B08513_046,Speak other languages:,
8222,B08513,47,B08513_047,"Speak English ""very well""",
8223,B08513,48,B08513_048,"Speak English less than ""very well""",
8224,B08513,49,B08513_049,Worked from home:,
8225,B08513,50,B08513_050,Speak only English,
8226,B08513,51,B08513_051,Speak Spanish:,
8227,B08513,52,B08513_052,"Speak English ""very well""",
8228,B08513,53,B08513_053,"Speak English less than ""very well""",
8229,B08513,54,B08513_054,Speak other languages:,
8230,B08513,55,B08513_055,"Speak English ""very well""",
8231,B08513,56,B08513_056,"Speak English less than ""very well""",
8232,,,,,
8233,C08513,,,MEANS OF TRANSPORTATION TO WORK BY LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH FOR WORKPLACE GEOGRAPHY,1
8234,C08513,,,Universe: Workers 16 years and over,
8235,C08513,1,C08513_001,Total:,
8236,C08513,2,C08513_002,Speak only English ,
8237,C08513,3,C08513_003,Speak language other than English:,
8238,C08513,4,C08513_004,"Speak English ""very well""",
8239,C08513,5,C08513_005,"Speak English less than ""very well""",
8240,C08513,6,C08513_006,"Car, truck, or van - drove alone:",
8241,C08513,7,C08513_007,Speak only English ,
8242,C08513,8,C08513_008,Speak language other than English:,
8243,C08513,9,C08513_009,"Speak English ""very well""",
8244,C08513,10,C08513_010,"Speak English less than ""very well""",
8245,C08513,11,C08513_011,"Car, truck, or van - carpooled:",
8246,C08513,12,C08513_012,Speak only English ,
8247,C08513,13,C08513_013,Speak language other than English:,
8248,C08513,14,C08513_014,"Speak English ""very well""",
8249,C08513,15,C08513_015,"Speak English less than ""very well""",
8250,C08513,16,C08513_016,Public transportation (excluding taxicab):,
8251,C08513,17,C08513_017,Speak only English ,
8252,C08513,18,C08513_018,Speak language other than English:,
8253,C08513,19,C08513_019,"Speak English ""very well""",
8254,C08513,20,C08513_020,"Speak English less than ""very well""",
8255,C08513,21,C08513_021,"Taxicab, motorcycle, bicycle, walked, or other means:",
8256,C08513,22,C08513_022,Speak only English ,
8257,C08513,23,C08513_023,Speak language other than English:,
8258,C08513,24,C08513_024,"Speak English ""very well""",
8259,C08513,25,C08513_025,"Speak English less than ""very well""",
8260,C08513,26,C08513_026,Worked from home:,
8261,C08513,27,C08513_027,Speak only English ,
8262,C08513,28,C08513_028,Speak language other than English:,
8263,C08513,29,C08513_029,"Speak English ""very well""",
8264,C08513,30,C08513_030,"Speak English less than ""very well""",
8265,,,,,
8266,B08519,,,MEANS OF TRANSPORTATION TO WORK BY WORKERS' EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR WORKPLACE GEOGRAPHY,"1,5"
8267,B08519,,,Universe:  Workers 16 years and over with earnings,
8268,B08519,1,B08519_001,Total:,
8269,B08519,2,B08519_002,"$1 to $9,999 or loss",
8270,B08519,3,B08519_003,"$10,000 to $14,999",
8271,B08519,4,B08519_004,"$15,000 to $24,999",
8272,B08519,5,B08519_005,"$25,000 to $34,999",
8273,B08519,6,B08519_006,"$35,000 to $49,999",
8274,B08519,7,B08519_007,"$50,000 to $64,999",
8275,B08519,8,B08519_008,"$65,000 to $74,999",
8276,B08519,9,B08519_009,"$75,000 or more",
8277,B08519,10,B08519_010,"Car, truck, or van - drove alone:",
8278,B08519,11,B08519_011,"$1 to $9,999 or loss",
8279,B08519,12,B08519_012,"$10,000 to $14,999",
8280,B08519,13,B08519_013,"$15,000 to $24,999",
8281,B08519,14,B08519_014,"$25,000 to $34,999",
8282,B08519,15,B08519_015,"$35,000 to $49,999",
8283,B08519,16,B08519_016,"$50,000 to $64,999",
8284,B08519,17,B08519_017,"$65,000 to $74,999",
8285,B08519,18,B08519_018,"$75,000 or more",
8286,B08519,19,B08519_019,"Car, truck, or van - carpooled:",
8287,B08519,20,B08519_020,"$1 to $9,999 or loss",
8288,B08519,21,B08519_021,"$10,000 to $14,999",
8289,B08519,22,B08519_022,"$15,000 to $24,999",
8290,B08519,23,B08519_023,"$25,000 to $34,999",
8291,B08519,24,B08519_024,"$35,000 to $49,999",
8292,B08519,25,B08519_025,"$50,000 to $64,999",
8293,B08519,26,B08519_026,"$65,000 to $74,999",
8294,B08519,27,B08519_027,"$75,000 or more",
8295,B08519,28,B08519_028,Public transportation (excluding taxicab):,
8296,B08519,29,B08519_029,"$1 to $9,999 or loss",
8297,B08519,30,B08519_030,"$10,000 to $14,999",
8298,B08519,31,B08519_031,"$15,000 to $24,999",
8299,B08519,32,B08519_032,"$25,000 to $34,999",
8300,B08519,33,B08519_033,"$35,000 to $49,999",
8301,B08519,34,B08519_034,"$50,000 to $64,999",
8302,B08519,35,B08519_035,"$65,000 to $74,999",
8303,B08519,36,B08519_036,"$75,000 or more",
8304,B08519,37,B08519_037,Walked:,
8305,B08519,38,B08519_038,"$1 to $9,999 or loss",
8306,B08519,39,B08519_039,"$10,000 to $14,999",
8307,B08519,40,B08519_040,"$15,000 to $24,999",
8308,B08519,41,B08519_041,"$25,000 to $34,999",
8309,B08519,42,B08519_042,"$35,000 to $49,999",
8310,B08519,43,B08519_043,"$50,000 to $64,999",
8311,B08519,44,B08519_044,"$65,000 to $74,999",
8312,B08519,45,B08519_045,"$75,000 or more",
8313,B08519,46,B08519_046,"Taxicab, motorcycle, bicycle, or other means:",
8314,B08519,47,B08519_047,"$1 to $9,999 or loss",
8315,B08519,48,B08519_048,"$10,000 to $14,999",
8316,B08519,49,B08519_049,"$15,000 to $24,999",
8317,B08519,50,B08519_050,"$25,000 to $34,999",
8318,B08519,51,B08519_051,"$35,000 to $49,999",
8319,B08519,52,B08519_052,"$50,000 to $64,999",
8320,B08519,53,B08519_053,"$65,000 to $74,999",
8321,B08519,54,B08519_054,"$75,000 or more",
8322,B08519,55,B08519_055,Worked from home:,
8323,B08519,56,B08519_056,"$1 to $9,999 or loss",
8324,B08519,57,B08519_057,"$10,000 to $14,999",
8325,B08519,58,B08519_058,"$15,000 to $24,999",
8326,B08519,59,B08519_059,"$25,000 to $34,999",
8327,B08519,60,B08519_060,"$35,000 to $49,999",
8328,B08519,61,B08519_061,"$50,000 to $64,999",
8329,B08519,62,B08519_062,"$65,000 to $74,999",
8330,B08519,63,B08519_063,"$75,000 or more",
8331,,,,,
8332,C08519,,,MEANS OF TRANSPORTATION TO WORK BY WORKERS' EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR WORKPLACE GEOGRAPHY,1
8333,C08519,,,Universe: Workers 16 years and over with earnings,
8334,C08519,1,C08519_001,Total:,
8335,C08519,2,C08519_002,"$1 to $9,999 or loss ",
8336,C08519,3,C08519_003,"$10,000 to $14,999 ",
8337,C08519,4,C08519_004,"$15,000 to $24,999 ",
8338,C08519,5,C08519_005,"$25,000 to $34,999 ",
8339,C08519,6,C08519_006,"$35,000 to $49,999 ",
8340,C08519,7,C08519_007,"$50,000 to $64,999 ",
8341,C08519,8,C08519_008,"$65,000 to $74,999 ",
8342,C08519,9,C08519_009,"$75,000 or more ",
8343,C08519,10,C08519_010,"Car, truck, or van - drove alone:",
8344,C08519,11,C08519_011,"$1 to $9,999 or loss ",
8345,C08519,12,C08519_012,"$10,000 to $14,999 ",
8346,C08519,13,C08519_013,"$15,000 to $24,999 ",
8347,C08519,14,C08519_014,"$25,000 to $34,999 ",
8348,C08519,15,C08519_015,"$35,000 to $49,999 ",
8349,C08519,16,C08519_016,"$50,000 to $64,999 ",
8350,C08519,17,C08519_017,"$65,000 to $74,999 ",
8351,C08519,18,C08519_018,"$75,000 or more ",
8352,C08519,19,C08519_019,"Car, truck, or van - carpooled:",
8353,C08519,20,C08519_020,"$1 to $9,999 or loss ",
8354,C08519,21,C08519_021,"$10,000 to $14,999 ",
8355,C08519,22,C08519_022,"$15,000 to $24,999 ",
8356,C08519,23,C08519_023,"$25,000 to $34,999 ",
8357,C08519,24,C08519_024,"$35,000 to $49,999 ",
8358,C08519,25,C08519_025,"$50,000 to $64,999 ",
8359,C08519,26,C08519_026,"$65,000 to $74,999 ",
8360,C08519,27,C08519_027,"$75,000 or more ",
8361,C08519,28,C08519_028,Public transportation (excluding taxicab):,
8362,C08519,29,C08519_029,"$1 to $9,999 or loss ",
8363,C08519,30,C08519_030,"$10,000 to $14,999 ",
8364,C08519,31,C08519_031,"$15,000 to $24,999 ",
8365,C08519,32,C08519_032,"$25,000 to $34,999 ",
8366,C08519,33,C08519_033,"$35,000 to $49,999 ",
8367,C08519,34,C08519_034,"$50,000 to $64,999 ",
8368,C08519,35,C08519_035,"$65,000 to $74,999 ",
8369,C08519,36,C08519_036,"$75,000 or more ",
8370,C08519,37,C08519_037,"Taxicab, motorcycle, bicycle, walked, or other means:",
8371,C08519,38,C08519_038,"$1 to $9,999 or loss ",
8372,C08519,39,C08519_039,"$10,000 to $14,999 ",
8373,C08519,40,C08519_040,"$15,000 to $24,999 ",
8374,C08519,41,C08519_041,"$25,000 to $34,999 ",
8375,C08519,42,C08519_042,"$35,000 to $49,999 ",
8376,C08519,43,C08519_043,"$50,000 to $64,999 ",
8377,C08519,44,C08519_044,"$65,000 to $74,999 ",
8378,C08519,45,C08519_045,"$75,000 or more ",
8379,C08519,46,C08519_046,Worked from home:,
8380,C08519,47,C08519_047,"$1 to $9,999 or loss ",
8381,C08519,48,C08519_048,"$10,000 to $14,999 ",
8382,C08519,49,C08519_049,"$15,000 to $24,999 ",
8383,C08519,50,C08519_050,"$25,000 to $34,999 ",
8384,C08519,51,C08519_051,"$35,000 to $49,999 ",
8385,C08519,52,C08519_052,"$50,000 to $64,999 ",
8386,C08519,53,C08519_053,"$65,000 to $74,999 ",
8387,C08519,54,C08519_054,"$75,000 or more ",
8388,,,,,
8389,B08521,,,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) BY MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY,"1,5"
8390,B08521,,,Universe:  Workers 16 years and over with earnings,
8391,B08521,0.5,,Median earnings in the past 12 months --,
8392,B08521,1,B08521_001,Total:,
8393,B08521,2,B08521_002,"Car, truck, or van - drove alone",
8394,B08521,3,B08521_003,"Car, truck, or van - carpooled",
8395,B08521,4,B08521_004,Public transportation (excluding taxicab),
8396,B08521,5,B08521_005,Walked,
8397,B08521,6,B08521_006,"Taxicab, motorcycle, bicycle, or other means",
8398,B08521,7,B08521_007,Worked from home,
8399,,,,,
8400,B08522,,,MEANS OF TRANSPORTATION TO WORK BY POVERTY STATUS IN THE PAST 12 MONTHS FOR WORKPLACE GEOGRAPHY,"1,5"
8401,B08522,,,Universe:  Workers 16 years and over for whom poverty status is determined,
8402,B08522,1,B08522_001,Total:,
8403,B08522,2,B08522_002,Below 100 percent of the poverty level,
8404,B08522,3,B08522_003,100 to 149 percent of the poverty level,
8405,B08522,4,B08522_004,At or above 150 percent of the poverty level,
8406,B08522,5,B08522_005,"Car, truck, or van - drove alone:",
8407,B08522,6,B08522_006,Below 100 percent of the poverty level,
8408,B08522,7,B08522_007,100 to 149 percent of the poverty level,
8409,B08522,8,B08522_008,At or above 150 percent of the poverty level,
8410,B08522,9,B08522_009,"Car, truck, or van - carpooled:",
8411,B08522,10,B08522_010,Below 100 percent of the poverty level,
8412,B08522,11,B08522_011,100 to 149 percent of the poverty level,
8413,B08522,12,B08522_012,At or above 150 percent of the poverty level,
8414,B08522,13,B08522_013,Public transportation (excluding taxicab):,
8415,B08522,14,B08522_014,Below 100 percent of the poverty level,
8416,B08522,15,B08522_015,100 to 149 percent of the poverty level,
8417,B08522,16,B08522_016,At or above 150 percent of the poverty level,
8418,B08522,17,B08522_017,Walked:,
8419,B08522,18,B08522_018,Below 100 percent of the poverty level,
8420,B08522,19,B08522_019,100 to 149 percent of the poverty level,
8421,B08522,20,B08522_020,At or above 150 percent of the poverty level,
8422,B08522,21,B08522_021,"Taxicab, motorcycle, bicycle, or other means:",
8423,B08522,22,B08522_022,Below 100 percent of the poverty level,
8424,B08522,23,B08522_023,100 to 149 percent of the poverty level,
8425,B08522,24,B08522_024,At or above 150 percent of the poverty level,
8426,B08522,25,B08522_025,Worked from home:,
8427,B08522,26,B08522_026,Below 100 percent of the poverty level,
8428,B08522,27,B08522_027,100 to 149 percent of the poverty level,
8429,B08522,28,B08522_028,At or above 150 percent of the poverty level,
8430,,,,,
8431,C08522,,,MEANS OF TRANSPORTATION TO WORK BY POVERTY STATUS IN THE PAST 12 MONTHS FOR WORKPLACE GEOGRAPHY,1
8432,C08522,,,Universe:  Workers 16 years and over for whom poverty status is determined,
8433,C08522,1,C08522_001,Total:,
8434,C08522,2,C08522_002,Below 100 percent of the poverty level ,
8435,C08522,3,C08522_003,100 to 149 percent of the poverty level ,
8436,C08522,4,C08522_004,At or above 150 percent of the poverty level  ,
8437,C08522,5,C08522_005,"Car, truck, or van - drove alone:",
8438,C08522,6,C08522_006,Below 100 percent of the poverty level ,
8439,C08522,7,C08522_007,100 to 149 percent of the poverty level ,
8440,C08522,8,C08522_008,At or above 150 percent of the poverty level  ,
8441,C08522,9,C08522_009,"Car, truck, or van - carpooled:",
8442,C08522,10,C08522_010,Below 100 percent of the poverty level ,
8443,C08522,11,C08522_011,100 to 149 percent of the poverty level ,
8444,C08522,12,C08522_012,At or above 150 percent of the poverty level  ,
8445,C08522,13,C08522_013,Public transportation (excluding taxicab):,
8446,C08522,14,C08522_014,Below 100 percent of the poverty level ,
8447,C08522,15,C08522_015,100 to 149 percent of the poverty level ,
8448,C08522,16,C08522_016,At or above 150 percent of the poverty level  ,
8449,C08522,17,C08522_017,"Taxicab, motorcycle, bicycle, walked, or other means:",
8450,C08522,18,C08522_018,Below 100 percent of the poverty level ,
8451,C08522,19,C08522_019,100 to 149 percent of the poverty level ,
8452,C08522,20,C08522_020,At or above 150 percent of the poverty level  ,
8453,C08522,21,C08522_021,Worked from home:,
8454,C08522,22,C08522_022,Below 100 percent of the poverty level ,
8455,C08522,23,C08522_023,100 to 149 percent of the poverty level ,
8456,C08522,24,C08522_024,At or above 150 percent of the poverty level  ,
8457,,,,,
8458,B08524,,,MEANS OF TRANSPORTATION TO WORK BY OCCUPATION FOR WORKPLACE GEOGRAPHY,"1,5"
8459,B08524,,,Universe:  Workers 16 years and over,
8460,B08524,1,B08524_001,Total:,
8461,B08524,2,B08524_002,"Management, business, science, and arts occupations",
8462,B08524,3,B08524_003,Service occupations,
8463,B08524,4,B08524_004,Sales and office occupations,
8464,B08524,5,B08524_005,"Natural resources, construction, and maintenance occupations",
8465,B08524,6,B08524_006,"Production, transportation, and material moving occupations",
8466,B08524,7,B08524_007,Military specific occupations,
8467,B08524,8,B08524_008,"Car, truck, or van - drove alone:",
8468,B08524,9,B08524_009,"Management, business, science, and arts occupations",
8469,B08524,10,B08524_010,Service occupations,
8470,B08524,11,B08524_011,Sales and office occupations,
8471,B08524,12,B08524_012,"Natural resources, construction, and maintenance occupations",
8472,B08524,13,B08524_013,"Production, transportation, and material moving occupations",
8473,B08524,14,B08524_014,Military specific occupations,
8474,B08524,15,B08524_015,"Car, truck, or van - carpooled:",
8475,B08524,16,B08524_016,"Management, business, science, and arts occupations",
8476,B08524,17,B08524_017,Service occupations,
8477,B08524,18,B08524_018,Sales and office occupations,
8478,B08524,19,B08524_019,"Natural resources, construction, and maintenance occupations",
8479,B08524,20,B08524_020,"Production, transportation, and material moving occupations",
8480,B08524,21,B08524_021,Military specific occupations,
8481,B08524,22,B08524_022,Public transportation (excluding taxicab):,
8482,B08524,23,B08524_023,"Management, business, science, and arts occupations",
8483,B08524,24,B08524_024,Service occupations,
8484,B08524,25,B08524_025,Sales and office occupations,
8485,B08524,26,B08524_026,"Natural resources, construction, and maintenance occupations",
8486,B08524,27,B08524_027,"Production, transportation, and material moving occupations",
8487,B08524,28,B08524_028,Military specific occupations,
8488,B08524,29,B08524_029,Walked:,
8489,B08524,30,B08524_030,"Management, business, science, and arts occupations",
8490,B08524,31,B08524_031,Service occupations,
8491,B08524,32,B08524_032,Sales and office occupations,
8492,B08524,33,B08524_033,"Natural resources, construction, and maintenance occupations",
8493,B08524,34,B08524_034,"Production, transportation, and material moving occupations",
8494,B08524,35,B08524_035,Military specific occupations,
8495,B08524,36,B08524_036,"Taxicab, motorcycle, bicycle, or other means:",
8496,B08524,37,B08524_037,"Management, business, science, and arts occupations",
8497,B08524,38,B08524_038,Service occupations,
8498,B08524,39,B08524_039,Sales and office occupations,
8499,B08524,40,B08524_040,"Natural resources, construction, and maintenance occupations",
8500,B08524,41,B08524_041,"Production, transportation, and material moving occupations",
8501,B08524,42,B08524_042,Military specific occupations,
8502,B08524,43,B08524_043,Worked from home:,
8503,B08524,44,B08524_044,"Management, business, science, and arts occupations",
8504,B08524,45,B08524_045,Service occupations,
8505,B08524,46,B08524_046,Sales and office occupations,
8506,B08524,47,B08524_047,"Natural resources, construction, and maintenance occupations",
8507,B08524,48,B08524_048,"Production, transportation, and material moving occupations",
8508,B08524,49,B08524_049,Military specific occupations,
8509,,,,,
8510,C08524,,,MEANS OF TRANSPORTATION TO WORK BY OCCUPATION FOR WORKPLACE GEOGRAPHY,1
8511,C08524,,,Universe: Workers 16 years and over,
8512,C08524,1,C08524_001,Total:,
8513,C08524,2,C08524_002,"Management, business, science, and arts occupations",
8514,C08524,3,C08524_003,Service occupations,
8515,C08524,4,C08524_004,Sales and office occupations,
8516,C08524,5,C08524_005,"Natural resources, construction, and maintenance occupations",
8517,C08524,6,C08524_006,"Production, transportation, and material moving occupations",
8518,C08524,7,C08524_007,Military specific occupations,
8519,C08524,8,C08524_008,"Car, truck, or van - drove alone:",
8520,C08524,9,C08524_009,"Management, business, science, and arts occupations",
8521,C08524,10,C08524_010,Service occupations,
8522,C08524,11,C08524_011,Sales and office occupations,
8523,C08524,12,C08524_012,"Natural resources, construction, and maintenance occupations",
8524,C08524,13,C08524_013,"Production, transportation, and material moving occupations",
8525,C08524,14,C08524_014,Military specific occupations,
8526,C08524,15,C08524_015,"Car, truck, or van - carpooled:",
8527,C08524,16,C08524_016,"Management, business, science, and arts occupations",
8528,C08524,17,C08524_017,Service occupations,
8529,C08524,18,C08524_018,Sales and office occupations,
8530,C08524,19,C08524_019,"Natural resources, construction, and maintenance occupations",
8531,C08524,20,C08524_020,"Production, transportation, and material moving occupations",
8532,C08524,21,C08524_021,Military specific occupations,
8533,C08524,22,C08524_022,Public transportation (excluding taxicab):,
8534,C08524,23,C08524_023,"Management, business, science, and arts occupations",
8535,C08524,24,C08524_024,Service occupations,
8536,C08524,25,C08524_025,Sales and office occupations,
8537,C08524,26,C08524_026,"Natural resources, construction, and maintenance occupations",
8538,C08524,27,C08524_027,"Production, transportation, and material moving occupations",
8539,C08524,28,C08524_028,Military specific occupations,
8540,C08524,29,C08524_029,"Taxicab, motorcycle, bicycle, walked, or other means:",
8541,C08524,30,C08524_030,"Management, business, science, and arts occupations",
8542,C08524,31,C08524_031,Service occupations,
8543,C08524,32,C08524_032,Sales and office occupations,
8544,C08524,33,C08524_033,"Natural resources, construction, and maintenance occupations",
8545,C08524,34,C08524_034,"Production, transportation, and material moving occupations",
8546,C08524,35,C08524_035,Military specific occupations,
8547,C08524,36,C08524_036,Worked from home:,
8548,C08524,37,C08524_037,"Management, business, science, and arts occupations",
8549,C08524,38,C08524_038,Service occupations,
8550,C08524,39,C08524_039,Sales and office occupations,
8551,C08524,40,C08524_040,"Natural resources, construction, and maintenance occupations",
8552,C08524,41,C08524_041,"Production, transportation, and material moving occupations",
8553,C08524,42,C08524_042,Military specific occupations,
8554,,,,,
8555,B08526,,,MEANS OF TRANSPORTATION TO WORK BY INDUSTRY FOR WORKPLACE GEOGRAPHY,"1,5"
8556,B08526,,,Universe:  Workers 16 years and over,
8557,B08526,1,B08526_001,Total:,
8558,B08526,2,B08526_002,"Agriculture, forestry, fishing and hunting, and mining",
8559,B08526,3,B08526_003,Construction,
8560,B08526,4,B08526_004,Manufacturing,
8561,B08526,5,B08526_005,Wholesale trade,
8562,B08526,6,B08526_006,Retail trade,
8563,B08526,7,B08526_007,"Transportation and warehousing, and utilities",
8564,B08526,8,B08526_008,Information,
8565,B08526,9,B08526_009,"Finance and insurance, and real estate and rental and leasing",
8566,B08526,10,B08526_010,"Professional, scientific, and management, and administrative and waste management services",
8567,B08526,11,B08526_011,"Educational services, and health care and social assistance",
8568,B08526,12,B08526_012,"Arts, entertainment, and recreation, and accommodation and food services",
8569,B08526,13,B08526_013,Other services (except public administration),
8570,B08526,14,B08526_014,Public administration,
8571,B08526,15,B08526_015,Armed forces,
8572,B08526,16,B08526_016,"Car, truck, or van - drove alone:",
8573,B08526,17,B08526_017,"Agriculture, forestry, fishing and hunting, and mining",
8574,B08526,18,B08526_018,Construction,
8575,B08526,19,B08526_019,Manufacturing,
8576,B08526,20,B08526_020,Wholesale trade,
8577,B08526,21,B08526_021,Retail trade,
8578,B08526,22,B08526_022,"Transportation and warehousing, and utilities",
8579,B08526,23,B08526_023,Information,
8580,B08526,24,B08526_024,"Finance and insurance, and real estate and rental and leasing",
8581,B08526,25,B08526_025,"Professional, scientific, and management, and administrative and waste management services",
8582,B08526,26,B08526_026,"Educational services, and health care and social assistance",
8583,B08526,27,B08526_027,"Arts, entertainment, and recreation, and accommodation and food services",
8584,B08526,28,B08526_028,Other services (except public administration),
8585,B08526,29,B08526_029,Public administration,
8586,B08526,30,B08526_030,Armed forces,
8587,B08526,31,B08526_031,"Car, truck, or van - carpooled:",
8588,B08526,32,B08526_032,"Agriculture, forestry, fishing and hunting, and mining",
8589,B08526,33,B08526_033,Construction,
8590,B08526,34,B08526_034,Manufacturing,
8591,B08526,35,B08526_035,Wholesale trade,
8592,B08526,36,B08526_036,Retail trade,
8593,B08526,37,B08526_037,"Transportation and warehousing, and utilities",
8594,B08526,38,B08526_038,Information,
8595,B08526,39,B08526_039,"Finance and insurance, and real estate and rental and leasing",
8596,B08526,40,B08526_040,"Professional, scientific, and management, and administrative and waste management services",
8597,B08526,41,B08526_041,"Educational services, and health care and social assistance",
8598,B08526,42,B08526_042,"Arts, entertainment, and recreation, and accommodation and food services",
8599,B08526,43,B08526_043,Other services (except public administration),
8600,B08526,44,B08526_044,Public administration,
8601,B08526,45,B08526_045,Armed forces,
8602,B08526,46,B08526_046,Public transportation (excluding taxicab):,
8603,B08526,47,B08526_047,"Agriculture, forestry, fishing and hunting, and mining",
8604,B08526,48,B08526_048,Construction,
8605,B08526,49,B08526_049,Manufacturing,
8606,B08526,50,B08526_050,Wholesale trade,
8607,B08526,51,B08526_051,Retail trade,
8608,B08526,52,B08526_052,"Transportation and warehousing, and utilities",
8609,B08526,53,B08526_053,Information,
8610,B08526,54,B08526_054,"Finance and insurance, and real estate and rental and leasing",
8611,B08526,55,B08526_055,"Professional, scientific, and management, and administrative and waste management services",
8612,B08526,56,B08526_056,"Educational services, and health care and social assistance",
8613,B08526,57,B08526_057,"Arts, entertainment, and recreation, and accommodation and food services",
8614,B08526,58,B08526_058,Other services (except public administration),
8615,B08526,59,B08526_059,Public administration,
8616,B08526,60,B08526_060,Armed forces,
8617,B08526,61,B08526_061,Walked:,
8618,B08526,62,B08526_062,"Agriculture, forestry, fishing and hunting, and mining",
8619,B08526,63,B08526_063,Construction,
8620,B08526,64,B08526_064,Manufacturing,
8621,B08526,65,B08526_065,Wholesale trade,
8622,B08526,66,B08526_066,Retail trade,
8623,B08526,67,B08526_067,"Transportation and warehousing, and utilities",
8624,B08526,68,B08526_068,Information,
8625,B08526,69,B08526_069,"Finance and insurance, and real estate and rental and leasing",
8626,B08526,70,B08526_070,"Professional, scientific, and management, and administrative and waste management services",
8627,B08526,71,B08526_071,"Educational services, and health care and social assistance",
8628,B08526,72,B08526_072,"Arts, entertainment, and recreation, and accommodation and food services",
8629,B08526,73,B08526_073,Other services (except public administration),
8630,B08526,74,B08526_074,Public administration,
8631,B08526,75,B08526_075,Armed forces,
8632,B08526,76,B08526_076,"Taxicab, motorcycle, bicycle, or other means:",
8633,B08526,77,B08526_077,"Agriculture, forestry, fishing and hunting, and mining",
8634,B08526,78,B08526_078,Construction,
8635,B08526,79,B08526_079,Manufacturing,
8636,B08526,80,B08526_080,Wholesale trade,
8637,B08526,81,B08526_081,Retail trade,
8638,B08526,82,B08526_082,"Transportation and warehousing, and utilities",
8639,B08526,83,B08526_083,Information,
8640,B08526,84,B08526_084,"Finance and insurance, and real estate and rental and leasing",
8641,B08526,85,B08526_085,"Professional, scientific, and management, and administrative and waste management services",
8642,B08526,86,B08526_086,"Educational services, and health care and social assistance",
8643,B08526,87,B08526_087,"Arts, entertainment, and recreation, and accommodation and food services",
8644,B08526,88,B08526_088,Other services (except public administration),
8645,B08526,89,B08526_089,Public administration,
8646,B08526,90,B08526_090,Armed forces,
8647,B08526,91,B08526_091,Worked from home:,
8648,B08526,92,B08526_092,"Agriculture, forestry, fishing and hunting, and mining",
8649,B08526,93,B08526_093,Construction,
8650,B08526,94,B08526_094,Manufacturing,
8651,B08526,95,B08526_095,Wholesale trade,
8652,B08526,96,B08526_096,Retail trade,
8653,B08526,97,B08526_097,"Transportation and warehousing, and utilities",
8654,B08526,98,B08526_098,Information,
8655,B08526,99,B08526_099,"Finance and insurance, and real estate and rental and leasing",
8656,B08526,100,B08526_100,"Professional, scientific, and management, and administrative and waste management services",
8657,B08526,101,B08526_101,"Educational services, and health care and social assistance",
8658,B08526,102,B08526_102,"Arts, entertainment, and recreation, and accommodation and food services",
8659,B08526,103,B08526_103,Other services (except public administration),
8660,B08526,104,B08526_104,Public administration,
8661,B08526,105,B08526_105,Armed forces,
8662,,,,,
8663,C08526,,,MEANS OF TRANSPORTATION TO WORK BY INDUSTRY FOR WORKPLACE GEOGRAPHY,1
8664,C08526,,,Universe:  Workers 16 years and over,
8665,C08526,1,C08526_001,Total:,
8666,C08526,2,C08526_002,"Agriculture, forestry, fishing and hunting, and mining",
8667,C08526,3,C08526_003,Construction,
8668,C08526,4,C08526_004,Manufacturing,
8669,C08526,5,C08526_005,Wholesale trade,
8670,C08526,6,C08526_006,Retail trade,
8671,C08526,7,C08526_007,"Transportation and warehousing, and utilities",
8672,C08526,8,C08526_008,"Information and finance and insurance, and real estate and rental and leasing ",
8673,C08526,9,C08526_009,"Professional, scientific, and management, and administrative and waste management services",
8674,C08526,10,C08526_010,"Educational services, and health care and social assistance",
8675,C08526,11,C08526_011,"Arts, entertainment, and recreation, and accommodation and food services",
8676,C08526,12,C08526_012,Other services (except public administration),
8677,C08526,13,C08526_013,Public administration,
8678,C08526,14,C08526_014,Armed forces,
8679,C08526,15,C08526_015,"Car, truck, or van - drove alone:",
8680,C08526,16,C08526_016,"Agriculture, forestry, fishing and hunting, and mining",
8681,C08526,17,C08526_017,Construction,
8682,C08526,18,C08526_018,Manufacturing,
8683,C08526,19,C08526_019,Wholesale trade,
8684,C08526,20,C08526_020,Retail trade,
8685,C08526,21,C08526_021,"Transportation and warehousing, and utilities",
8686,C08526,22,C08526_022,"Information and finance and insurance, and real estate and rental and leasing ",
8687,C08526,23,C08526_023,"Professional, scientific, and management, and administrative and waste management services",
8688,C08526,24,C08526_024,"Educational services, and health care and social assistance",
8689,C08526,25,C08526_025,"Arts, entertainment, and recreation, and accommodation and food services",
8690,C08526,26,C08526_026,Other services (except public administration),
8691,C08526,27,C08526_027,Public administration,
8692,C08526,28,C08526_028,Armed forces,
8693,C08526,29,C08526_029,"Car, truck, or van - carpooled:",
8694,C08526,30,C08526_030,"Agriculture, forestry, fishing and hunting, and mining",
8695,C08526,31,C08526_031,Construction,
8696,C08526,32,C08526_032,Manufacturing,
8697,C08526,33,C08526_033,Wholesale trade,
8698,C08526,34,C08526_034,Retail trade,
8699,C08526,35,C08526_035,"Transportation and warehousing, and utilities",
